SensorID: 5417,
Firmware Version: 1.4.8,

mm-dd,hh:mm:ss,SmO2 Live,SmO2 Averaged,THb,Lap,Session Ct,
12-3,13:26:5,49,49,13.02,11,28,
12-3,13:26:6,49,49,12.96,11,28,
12-3,13:26:6,50,50,12.95,11,28,
12-3,13:26:7,50,50,12.95,11,28,
12-3,13:26:7,50,50,12.98,11,28,
12-3,13:26:8,52,52,12.98,11,28,
12-3,13:26:8,50,50,12.95,11,28,
12-3,13:26:9,52,52,12.96,11,28,
12-3,13:26:9,52,52,12.99,11,28,
12-3,13:26:10,52,52,12.97,11,28,
12-3,13:26:10,54,54,13.02,11,28,
12-3,13:26:11,52,52,12.98,11,28,
12-3,13:26:11,53,53,12.98,11,28,
12-3,13:26:12,53,53,13,11,28,
12-3,13:26:12,52,52,12.94,11,28,
12-3,13:26:13,53,53,13.01,11,28,
12-3,13:26:13,51,51,12.98,11,28,
12-3,13:26:14,51,51,12.95,11,28,
12-3,13:26:14,52,52,13.01,11,28,
12-3,13:26:15,51,51,12.97,11,28,
12-3,13:26:15,52,52,13,11,28,
12-3,13:26:16,50,50,13,11,28,
12-3,13:26:16,51,51,12.96,11,28,
12-3,13:26:17,51,51,12.99,11,28,
12-3,13:26:17,50,50,13.01,11,28,
12-3,13:26:18,49,49,12.95,11,28,
12-3,13:26:18,51,51,13.01,11,28,
12-3,13:26:19,49,49,12.96,11,28,
12-3,13:26:19,52,52,12.98,11,28,
12-3,13:26:20,51,51,13.02,11,28,
12-3,13:26:20,51,51,12.97,11,28,
12-3,13:26:21,53,53,13.03,11,28,
12-3,13:26:21,51,51,12.96,11,28,
12-3,13:26:22,52,52,12.97,11,28,
12-3,13:26:22,52,52,12.98,11,28,
12-3,13:26:23,52,52,12.96,11,28,
12-3,13:26:23,53,53,13.01,11,28,
12-3,13:26:24,51,51,12.95,11,28,
12-3,13:26:24,52,52,12.97,11,28,
12-3,13:26:25,51,51,13.01,11,28,
12-3,13:26:25,52,52,12.96,11,28,
12-3,13:26:26,52,52,13,11,28,
12-3,13:26:26,50,50,13.03,11,28,
12-3,13:26:27,50,50,12.98,11,28,
12-3,13:26:27,51,51,12.98,11,28,
12-3,13:26:28,51,51,12.99,11,28,
12-3,13:26:28,50,50,12.95,11,28,
12-3,13:26:29,53,53,12.94,11,28,
12-3,13:26:29,52,52,13,11,28,
12-3,13:26:30,50,50,12.94,11,28,
12-3,13:26:30,50,50,12.92,11,28,
12-3,13:26:31,52,52,12.98,11,28,
12-3,13:26:31,50,50,12.99,11,28,
12-3,13:26:32,50,50,12.92,11,28,
12-3,13:26:32,52,52,12.99,11,28,
12-3,13:26:33,49,49,13.03,11,28,
12-3,13:26:33,50,50,12.95,11,28,
12-3,13:26:34,52,52,12.96,11,28,
12-3,13:26:34,50,50,12.97,11,28,
12-3,13:26:35,51,51,12.93,11,28,
12-3,13:26:35,52,52,12.98,11,28,
12-3,13:26:36,52,52,13,11,28,
12-3,13:26:36,52,52,12.95,11,28,
12-3,13:26:37,52,52,12.96,11,28,
12-3,13:26:37,50,50,12.98,11,28,
12-3,13:26:38,52,52,12.93,11,28,
12-3,13:26:38,53,53,12.97,11,28,
12-3,13:26:39,53,53,13.03,11,28,
12-3,13:26:39,53,53,12.99,11,28,
12-3,13:26:40,53,53,12.99,11,28,
12-3,13:26:40,50,50,12.95,11,28,
12-3,13:26:41,52,52,12.94,11,28,
12-3,13:26:41,53,53,13,11,28,
12-3,13:26:42,50,50,12.97,11,28,
12-3,13:26:42,51,51,12.95,11,28,
12-3,13:26:43,51,51,13,11,28,
12-3,13:26:43,51,51,12.96,11,28,
12-3,13:26:44,52,52,12.96,11,28,
12-3,13:26:44,52,52,13.01,11,28,
12-3,13:26:45,52,52,12.95,11,28,
12-3,13:26:45,53,53,12.98,11,28,
12-3,13:26:46,52,52,12.98,11,28,
12-3,13:26:46,52,52,12.96,11,28,
12-3,13:26:47,55,55,13.02,11,28,
12-3,13:26:47,53,53,12.98,11,28,
12-3,13:26:48,53,53,12.95,11,28,
12-3,13:26:48,52,52,12.99,11,28,
12-3,13:26:49,52,52,12.94,11,28,
12-3,13:26:49,52,52,12.98,11,28,
12-3,13:26:50,52,52,12.99,11,28,
12-3,13:26:50,52,52,12.97,11,28,
12-3,13:26:51,53,53,12.96,11,28,
12-3,13:26:51,52,52,12.98,11,28,
12-3,13:26:52,52,52,12.93,11,28,
12-3,13:26:52,52,52,12.97,11,28,
12-3,13:26:53,51,51,13.02,11,28,
12-3,13:26:53,52,52,12.97,11,28,
12-3,13:26:54,52,52,12.98,11,28,
12-3,13:26:54,52,52,12.96,11,28,
12-3,13:26:55,53,53,12.95,11,28,
12-3,13:26:55,55,55,13.03,11,28,
12-3,13:26:56,53,53,12.94,11,28,
12-3,13:26:56,54,54,12.99,11,28,
12-3,13:26:57,52,52,12.98,11,28,
12-3,13:26:57,54,54,12.94,11,28,
12-3,13:26:58,55,55,13,11,28,
12-3,13:26:58,52,52,12.94,11,28,
12-3,13:26:59,53,53,12.9,11,28,
12-3,13:26:59,54,54,13,11,28,
12-3,13:27:0,53,53,12.94,11,28,
12-3,13:27:0,52,52,12.92,11,28,
12-3,13:27:1,53,53,13,11,28,
12-3,13:27:1,51,51,12.94,11,28,
12-3,13:27:2,50,50,12.94,11,28,
12-3,13:27:2,51,51,13,11,28,
12-3,13:27:3,50,50,12.93,11,28,
12-3,13:27:3,51,51,12.94,11,28,
12-3,13:27:4,49,49,12.95,11,28,
12-3,13:27:4,49,49,12.98,11,28,
12-3,13:27:5,50,50,12.94,11,28,
12-3,13:27:5,51,51,12.97,11,28,
12-3,13:27:6,52,52,12.97,11,28,
12-3,13:27:6,52,52,12.97,11,28,
12-3,13:27:7,52,52,12.96,11,28,
12-3,13:27:7,52,52,12.96,11,28,
12-3,13:27:8,52,52,12.96,11,28,
12-3,13:27:8,51,51,12.96,11,28,
12-3,13:27:9,52,52,12.97,11,28,
12-3,13:27:9,51,51,12.96,11,28,
12-3,13:27:10,52,52,12.97,11,28,
12-3,13:27:10,52,52,12.97,11,28,
12-3,13:27:11,51,51,12.97,11,28,
12-3,13:27:11,51,51,12.97,11,28,
12-3,13:27:12,51,51,12.97,11,28,
12-3,13:27:12,51,51,12.97,11,28,
12-3,13:27:13,51,51,12.98,11,28,
12-3,13:27:13,51,51,12.99,11,28,
12-3,13:27:14,51,51,13.01,11,28,
12-3,13:27:14,50,50,12.97,11,28,
12-3,13:27:15,49,49,12.97,11,28,
12-3,13:27:15,50,50,12.99,11,28,
12-3,13:27:16,49,49,12.99,11,28,
12-3,13:27:16,49,49,12.98,11,28,
12-3,13:27:17,48,48,12.98,11,28,
12-3,13:27:17,48,48,12.98,11,28,
12-3,13:27:18,47,47,12.97,11,28,
12-3,13:27:18,47,47,12.99,11,28,
12-3,13:27:19,48,48,13,11,28,
12-3,13:27:19,48,48,12.99,11,28,
12-3,13:27:20,47,47,12.99,11,28,
12-3,13:27:20,47,47,12.98,11,28,
12-3,13:27:21,47,47,12.99,11,28,
12-3,13:27:21,48,48,13,11,28,
12-3,13:27:22,47,47,12.98,11,28,
12-3,13:27:22,47,47,12.97,11,28,
12-3,13:27:23,47,47,12.99,11,28,
12-3,13:27:23,48,48,13.01,11,28,
12-3,13:27:24,46,46,12.98,11,28,
12-3,13:27:24,46,46,12.97,11,28,
12-3,13:27:25,47,47,12.99,11,28,
12-3,13:27:25,47,47,13.01,11,28,
12-3,13:27:26,46,46,12.99,11,28,
12-3,13:27:26,45,45,12.97,11,28,
12-3,13:27:27,46,46,12.99,11,28,
12-3,13:27:27,46,46,13.01,11,28,
12-3,13:27:28,45,45,12.98,11,28,
12-3,13:27:28,46,46,12.99,11,28,
12-3,13:27:29,45,45,12.99,11,28,
12-3,13:27:29,46,46,13,11,28,
12-3,13:27:30,46,46,12.99,11,28,
12-3,13:27:30,46,46,13,11,28,
12-3,13:27:31,47,47,13.01,11,28,
12-3,13:27:31,46,46,12.99,11,28,
12-3,13:27:32,46,46,13,11,28,
12-3,13:27:32,47,47,13,11,28,
12-3,13:27:33,47,47,13,11,28,
12-3,13:27:33,47,47,13.01,11,28,
12-3,13:27:34,47,47,12.99,11,28,
12-3,13:27:34,47,47,13,11,28,
12-3,13:27:35,47,47,13,11,28,
12-3,13:27:35,47,47,13,11,28,
12-3,13:27:36,47,47,13.01,11,28,
12-3,13:27:36,46,46,12.99,11,28,
12-3,13:27:37,46,46,13.01,11,28,
12-3,13:27:37,47,47,13.01,11,28,
12-3,13:27:38,47,47,13.01,11,28,
12-3,13:27:38,47,47,13.02,11,28,
12-3,13:27:39,47,47,13.02,11,28,
12-3,13:27:39,47,47,13.02,11,28,
12-3,13:27:40,45,45,13,11,28,
12-3,13:27:40,47,47,13.02,11,28,
12-3,13:27:41,47,47,13.01,11,28,
12-3,13:27:41,47,47,13.01,11,28,
12-3,13:27:42,46,46,12.98,11,28,
12-3,13:27:42,47,47,13.02,11,28,
12-3,13:27:43,47,47,13.01,11,28,
12-3,13:27:43,46,46,13,11,28,
12-3,13:27:44,47,47,13,11,28,
12-3,13:27:44,46,46,13.01,11,28,
12-3,13:27:45,45,45,12.99,11,28,
12-3,13:27:45,44,44,13.01,11,28,
12-3,13:27:46,45,45,13,11,28,
12-3,13:27:46,44,44,12.99,11,28,
12-3,13:27:47,44,44,12.99,11,28,
12-3,13:27:47,46,46,13.01,11,28,
12-3,13:27:48,46,46,13.01,11,28,
12-3,13:27:48,45,45,13,11,28,
12-3,13:27:49,44,44,13.01,11,28,
12-3,13:27:49,43,43,12.98,11,28,
12-3,13:27:50,44,44,13.01,11,28,
12-3,13:27:50,44,44,13,11,28,
12-3,13:27:51,46,46,13.03,11,28,
12-3,13:27:51,45,45,13,11,28,
12-3,13:27:52,46,46,13.01,11,28,
12-3,13:27:52,46,46,13.01,11,28,
12-3,13:27:53,46,46,13.01,11,28,
12-3,13:27:53,47,47,13.04,11,28,
12-3,13:27:54,46,46,13.02,11,28,
12-3,13:27:54,47,47,13.02,11,28,
12-3,13:27:55,46,46,13.02,11,28,
12-3,13:27:55,47,47,13.03,11,28,
12-3,13:27:56,47,47,13.02,11,28,
12-3,13:27:56,48,48,13.03,11,28,
12-3,13:27:57,47,47,13.01,11,28,
12-3,13:27:57,47,47,13.02,11,28,
12-3,13:27:58,48,48,13.03,11,28,
12-3,13:27:58,47,47,13.02,11,28,
12-3,13:27:59,47,47,13.02,11,28,
12-3,13:27:59,47,47,13.02,11,28,
12-3,13:28:0,47,47,13.01,11,28,
12-3,13:28:0,48,48,13.03,11,28,
12-3,13:28:1,48,48,13.01,11,28,
12-3,13:28:1,48,48,13.02,11,28,
12-3,13:28:2,47,47,12.99,11,28,
12-3,13:28:2,49,49,13.02,11,28,
12-3,13:28:3,47,47,13,11,28,
12-3,13:28:3,48,48,13.01,11,28,
12-3,13:28:4,48,48,13.01,11,28,
12-3,13:28:4,48,48,13.02,11,28,
12-3,13:28:5,49,49,13.01,11,28,
12-3,13:28:5,48,48,13.02,11,28,
12-3,13:28:6,47,47,13,11,28,
12-3,13:28:6,48,48,13.02,11,28,
12-3,13:28:7,49,49,13.02,11,28,
12-3,13:28:7,49,49,13.02,11,28,
12-3,13:28:8,49,49,13.02,11,28,
12-3,13:28:8,49,49,13.02,11,28,
12-3,13:28:9,49,49,13.02,11,28,
12-3,13:28:9,49,49,13.03,11,28,
12-3,13:28:10,49,49,13.02,11,28,
12-3,13:28:10,49,49,13.01,11,28,
12-3,13:28:11,49,49,13.02,11,28,
12-3,13:28:11,49,49,13.01,11,28,
12-3,13:28:12,49,49,13.03,11,28,
12-3,13:28:12,49,49,13.01,11,28,
12-3,13:28:13,49,49,13.02,11,28,
12-3,13:28:13,49,49,13.01,11,28,
12-3,13:28:14,46,46,12.99,11,28,
12-3,13:28:14,46,46,13.02,11,28,
12-3,13:28:15,47,47,13.04,11,28,
12-3,13:28:15,48,48,13,11,28,
12-3,13:28:16,48,48,12.98,11,28,
12-3,13:28:16,50,50,12.99,11,28,
12-3,13:28:17,49,49,12.97,11,28,
12-3,13:28:17,48,48,13.01,11,28,
12-3,13:28:18,49,49,13.03,11,28,
12-3,13:28:18,51,51,12.97,11,28,
12-3,13:28:19,49,49,12.97,11,28,
12-3,13:28:19,51,51,12.99,11,28,
12-3,13:28:20,51,51,13,11,28,
12-3,13:28:20,51,51,12.99,11,28,
12-3,13:28:21,51,51,13,11,28,
12-3,13:28:21,53,53,13.02,11,28,
12-3,13:28:22,52,52,13,11,28,
12-3,13:28:22,52,52,13,11,28,
12-3,13:28:23,52,52,13,11,28,
12-3,13:28:23,53,53,13,11,28,
12-3,13:28:24,52,52,13,11,28,
12-3,13:28:24,53,53,13.01,11,28,
12-3,13:28:25,52,52,13,11,28,
12-3,13:28:25,52,52,12.98,11,28,
12-3,13:28:26,53,53,13.01,11,28,
12-3,13:28:26,51,51,12.98,11,28,
12-3,13:28:27,53,53,13,11,28,
12-3,13:28:27,53,53,13.01,11,28,
12-3,13:28:28,52,52,13,11,28,
12-3,13:28:28,52,52,12.99,11,28,
12-3,13:28:29,52,52,13.01,11,28,
12-3,13:28:29,53,53,13.01,11,28,
12-3,13:28:30,52,52,13,11,28,
12-3,13:28:30,53,53,13.01,11,28,
12-3,13:28:31,52,52,13.01,11,28,
12-3,13:28:31,52,52,13.01,11,28,
12-3,13:28:32,52,52,13,11,28,
12-3,13:28:32,52,52,13.01,11,28,
12-3,13:28:33,51,51,13,11,28,
12-3,13:28:33,52,52,13.02,11,28,
12-3,13:28:34,52,52,13.02,11,28,
12-3,13:28:34,51,51,13.01,11,28,
12-3,13:28:35,50,50,12.98,11,28,
12-3,13:28:35,52,52,13.02,11,28,
12-3,13:28:36,53,53,13.03,11,28,
12-3,13:28:36,51,51,13,11,28,
12-3,13:28:37,52,52,13.02,11,28,
12-3,13:28:37,51,51,13.01,11,28,
12-3,13:28:38,51,51,13.01,11,28,
12-3,13:28:38,53,53,13.04,11,28,
12-3,13:28:39,51,51,13.01,11,28,
12-3,13:28:39,50,50,13,11,28,
12-3,13:28:40,51,51,13.02,11,28,
12-3,13:28:40,51,51,13.03,11,28,
12-3,13:28:41,51,51,13.02,11,28,
12-3,13:28:41,51,51,13.02,11,28,
12-3,13:28:42,50,50,13.02,11,28,
12-3,13:28:42,50,50,13.02,11,28,
12-3,13:28:43,50,50,13,11,28,
12-3,13:28:43,50,50,13,11,28,
12-3,13:28:44,50,50,13.01,11,28,
12-3,13:28:44,50,50,13.02,11,28,
12-3,13:28:45,50,50,13.02,11,28,
12-3,13:28:45,50,50,13.02,11,28,
12-3,13:28:46,49,49,13.01,11,28,
12-3,13:28:46,49,49,13.01,11,28,
12-3,13:28:47,49,49,13.01,11,28,
12-3,13:28:47,49,49,13.02,11,28,
12-3,13:28:48,49,49,13.02,11,28,
12-3,13:28:48,50,50,13.03,11,28,
12-3,13:28:49,48,48,13,11,28,
12-3,13:28:49,48,48,13.01,11,28,
12-3,13:28:50,48,48,13.02,11,28,
12-3,13:28:50,47,47,12.99,11,28,
12-3,13:28:51,48,48,13.01,11,28,
12-3,13:28:51,48,48,13.02,11,28,
12-3,13:28:52,47,47,13.01,11,28,
12-3,13:28:52,48,48,13.03,11,28,
12-3,13:28:53,47,47,13.01,11,28,
12-3,13:28:53,48,48,13.01,11,28,
12-3,13:28:54,47,47,13.01,11,28,
12-3,13:28:54,48,48,13.01,11,28,
12-3,13:28:55,48,48,13.02,11,28,
12-3,13:28:55,48,48,13.02,11,28,
12-3,13:28:56,48,48,13.01,11,28,
12-3,13:28:56,49,49,12.99,11,28,
12-3,13:28:57,47,47,13.03,11,28,
12-3,13:28:57,49,49,13.01,11,28,
12-3,13:28:58,49,49,13.03,11,28,
12-3,13:28:58,47,47,13.07,11,28,
12-3,13:28:59,51,51,13.04,11,28,
12-3,13:28:59,49,49,13.07,11,28,
12-3,13:29:0,51,51,13.01,11,28,
12-3,13:29:0,47,47,13.03,11,28,
12-3,13:29:1,50,50,13.02,11,28,
12-3,13:29:1,51,51,13.02,11,28,
12-3,13:29:2,50,50,13.02,11,28,
12-3,13:29:2,54,54,13.01,11,28,
12-3,13:29:3,52,52,13.04,11,28,
12-3,13:29:3,54,54,13.01,11,28,
12-3,13:29:4,53,53,13,11,28,
12-3,13:29:4,54,54,13,11,28,
12-3,13:29:5,55,55,13.01,11,28,
12-3,13:29:5,55,55,13.05,11,28,
12-3,13:29:6,56,56,13,11,28,
12-3,13:29:6,55,55,13.04,11,28,
12-3,13:29:7,56,56,13.01,11,28,
12-3,13:29:7,56,56,13,11,28,
12-3,13:29:8,55,55,13,11,28,
12-3,13:29:8,55,55,12.97,11,28,
12-3,13:29:9,55,55,12.94,11,28,
12-3,13:29:9,54,54,12.95,11,28,
12-3,13:29:10,54,54,12.93,11,28,
12-3,13:29:10,54,54,12.95,11,28,
12-3,13:29:11,54,54,12.95,11,28,
12-3,13:29:11,53,53,12.93,11,28,
12-3,13:29:12,52,52,12.93,11,28,
12-3,13:29:12,52,52,12.95,11,28,
12-3,13:29:13,50,50,12.93,11,28,
12-3,13:29:13,48,48,13.04,11,28,
12-3,13:29:14,48,48,13.02,11,28,
12-3,13:29:14,51,51,12.98,11,28,
12-3,13:29:15,48,48,13.04,11,28,
12-3,13:29:15,49,49,13.06,11,28,
12-3,13:29:16,47,47,12.99,11,28,
12-3,13:29:16,51,51,13.01,11,28,
12-3,13:29:17,51,51,12.99,11,28,
12-3,13:29:17,50,50,13.02,11,28,
12-3,13:29:18,49,49,13.06,11,28,
12-3,13:29:18,49,49,12.97,11,28,
12-3,13:29:19,47,47,13.02,11,28,
12-3,13:29:19,47,47,13.05,11,28,
12-3,13:29:20,49,49,13.03,11,28,
12-3,13:29:20,46,46,12.99,11,28,
12-3,13:29:21,48,48,13.02,11,28,
12-3,13:29:21,49,49,12.99,11,28,
12-3,13:29:22,50,50,13.03,11,28,
12-3,13:29:22,50,50,12.98,11,28,
12-3,13:29:23,52,52,12.97,11,28,
12-3,13:29:23,51,51,13.01,11,28,
12-3,13:29:24,53,53,12.94,11,28,
12-3,13:29:24,53,53,12.97,11,28,
12-3,13:29:25,53,53,12.99,11,28,
12-3,13:29:25,55,55,13,11,28,
12-3,13:29:26,56,56,13.06,11,28,
12-3,13:29:26,54,54,13.04,11,28,
12-3,13:29:27,54,54,13.04,11,28,
12-3,13:29:27,53,53,13.04,11,28,
12-3,13:29:28,53,53,13.05,11,28,
12-3,13:29:28,55,55,12.98,11,28,
12-3,13:29:29,56,56,13.02,11,28,
12-3,13:29:29,55,55,13.06,11,28,
12-3,13:29:30,55,55,12.97,11,28,
12-3,13:29:30,54,54,13.03,11,28,
12-3,13:29:31,53,53,13.02,11,28,
12-3,13:29:31,52,52,13.02,11,28,
12-3,13:29:32,52,52,13.02,11,28,
12-3,13:29:32,51,51,13.02,11,28,
12-3,13:29:33,51,51,13.02,11,28,
12-3,13:29:33,51,51,13.02,11,28,
12-3,13:29:34,52,52,13.03,11,28,
12-3,13:29:34,54,54,12.98,11,28,
12-3,13:29:35,54,54,13,11,28,
12-3,13:29:35,53,53,12.99,11,28,
12-3,13:29:36,54,54,12.95,11,28,
12-3,13:29:36,55,55,12.95,11,28,
12-3,13:29:37,55,55,12.94,11,28,
12-3,13:29:37,56,56,12.97,11,28,
12-3,13:29:38,56,56,12.97,11,28,
12-3,13:29:38,53,53,12.96,11,28,
12-3,13:29:39,54,54,12.96,11,28,
12-3,13:29:39,53,53,12.98,11,28,
12-3,13:29:40,53,53,13.02,11,28,
12-3,13:29:40,53,53,13.03,11,28,
12-3,13:29:41,54,54,13.01,11,28,
12-3,13:29:41,52,52,12.97,11,28,
12-3,13:29:42,53,53,13.04,11,28,
12-3,13:29:42,52,52,13.03,11,28,
12-3,13:29:43,53,53,13,11,28,
12-3,13:29:43,52,52,12.98,11,28,
12-3,13:29:44,53,53,13,11,28,
12-3,13:29:44,52,52,13.02,11,28,
12-3,13:29:45,53,53,12.99,11,28,
12-3,13:29:45,54,54,13,11,28,
12-3,13:29:46,53,53,13.02,11,28,
12-3,13:29:46,53,53,12.97,11,28,
12-3,13:29:47,53,53,12.96,11,28,
12-3,13:29:47,52,52,12.96,11,28,
12-3,13:29:48,52,52,13.04,11,28,
12-3,13:29:48,51,51,13.03,11,28,
12-3,13:29:49,51,51,13.06,11,28,
12-3,13:29:49,51,51,13.02,11,28,
12-3,13:29:50,50,50,12.94,11,28,
12-3,13:29:50,50,50,12.98,11,28,
12-3,13:29:51,51,51,13.07,11,28,
12-3,13:29:51,50,50,13.06,11,28,
12-3,13:29:52,50,50,13.06,11,28,
12-3,13:29:52,50,50,13.01,11,28,
12-3,13:29:53,50,50,12.94,11,28,
12-3,13:29:53,51,51,13.04,11,28,
12-3,13:29:54,50,50,13.01,11,28,
12-3,13:29:54,50,50,12.96,11,28,
12-3,13:29:55,51,51,12.96,11,28,
12-3,13:29:55,51,51,12.95,11,28,
12-3,13:29:56,51,51,12.95,11,28,
12-3,13:29:56,50,50,13.04,11,28,
12-3,13:29:57,51,51,13.03,11,28,
12-3,13:29:57,50,50,12.98,11,28,
12-3,13:29:58,50,50,12.94,11,28,
12-3,13:29:58,50,50,12.97,11,28,
12-3,13:29:59,50,50,13.02,11,28,
12-3,13:29:59,48,48,13.02,11,28,
12-3,13:30:0,50,50,12.94,11,28,
12-3,13:30:0,50,50,12.96,11,28,
12-3,13:30:1,51,51,13.04,11,28,
12-3,13:30:1,49,49,13.03,11,28,
12-3,13:30:2,49,49,13.01,11,28,
12-3,13:30:2,50,50,12.93,11,28,
12-3,13:30:3,51,51,12.96,11,28,
12-3,13:30:3,49,49,13.05,11,28,
12-3,13:30:4,50,50,12.99,11,28,
12-3,13:30:4,52,52,12.96,11,28,
12-3,13:30:5,51,51,12.99,11,28,
12-3,13:30:5,50,50,13,11,28,
12-3,13:30:6,51,51,13.02,11,28,
12-3,13:30:6,51,51,13,11,28,
12-3,13:30:7,52,52,12.96,11,28,
12-3,13:30:7,53,53,12.99,11,28,
12-3,13:30:8,51,51,12.95,11,28,
12-3,13:30:8,51,51,12.95,11,28,
12-3,13:30:9,52,52,13,11,28,
12-3,13:30:9,51,51,13.03,11,28,
12-3,13:30:10,51,51,12.97,11,28,
12-3,13:30:10,52,52,12.97,11,28,
12-3,13:30:11,51,51,13.04,11,28,
12-3,13:30:11,51,51,13.01,11,28,
12-3,13:30:12,52,52,12.98,11,28,
12-3,13:30:12,52,52,12.95,11,28,
12-3,13:30:13,52,52,13.03,11,28,
12-3,13:30:13,51,51,13.04,11,28,
12-3,13:30:14,53,53,13.02,11,28,
12-3,13:30:14,52,52,12.95,11,28,
12-3,13:30:15,54,54,13.05,11,28,
12-3,13:30:15,52,52,13.05,11,28,
12-3,13:30:16,52,52,13.03,11,28,
12-3,13:30:16,53,53,12.96,11,28,
12-3,13:30:17,53,53,13,11,28,
12-3,13:30:17,53,53,13.07,11,28,
12-3,13:30:18,53,53,13.03,11,28,
12-3,13:30:18,53,53,12.96,11,28,
12-3,13:30:19,54,54,13.02,11,28,
12-3,13:30:19,52,52,13.03,11,28,
12-3,13:30:20,52,52,13,11,28,
12-3,13:30:20,54,54,12.98,11,28,
12-3,13:30:21,54,54,13.01,11,28,
12-3,13:30:21,52,52,13.02,11,28,
12-3,13:30:22,53,53,13.01,11,28,
12-3,13:30:22,54,54,12.98,11,28,
12-3,13:30:23,53,53,13.06,11,28,
12-3,13:30:23,53,53,13,11,28,
12-3,13:30:24,54,54,12.98,11,28,
12-3,13:30:24,54,54,12.99,11,28,
12-3,13:30:25,55,55,12.98,11,28,
12-3,13:30:25,53,53,13.06,11,28,
12-3,13:30:26,53,53,13.04,11,28,
12-3,13:30:26,53,53,12.96,11,28,
12-3,13:30:27,56,56,13.03,11,28,
12-3,13:30:27,52,52,13.03,11,28,
12-3,13:30:28,52,52,12.97,11,28,
12-3,13:30:28,55,55,12.98,11,28,
12-3,13:30:29,54,54,13.06,11,28,
12-3,13:30:29,53,53,13.05,11,28,
12-3,13:30:30,53,53,12.99,11,28,
12-3,13:30:30,54,54,12.96,11,28,
12-3,13:30:31,53,53,13.05,11,28,
12-3,13:30:31,53,53,13.04,11,28,
12-3,13:30:32,55,55,12.96,11,28,
12-3,13:30:32,52,52,12.99,11,28,
12-3,13:30:33,53,53,13.02,11,28,
12-3,13:30:33,54,54,12.98,11,28,
12-3,13:30:34,56,56,13.02,11,28,
12-3,13:30:34,56,56,12.98,11,28,
12-3,13:30:35,55,55,12.97,11,28,
12-3,13:30:35,55,55,13.03,11,28,
12-3,13:30:36,53,53,13.03,11,28,
12-3,13:30:36,54,54,13.04,11,28,
12-3,13:30:37,54,54,13.05,11,28,
12-3,13:30:37,53,53,13.02,11,28,
12-3,13:30:38,54,54,13.03,11,28,
12-3,13:30:38,54,54,13.01,11,28,
12-3,13:30:39,54,54,13.01,11,28,
12-3,13:30:39,54,54,13.02,11,28,
12-3,13:30:40,52,52,13.04,11,28,
12-3,13:30:40,53,53,12.97,11,28,
12-3,13:30:41,52,52,12.98,11,28,
12-3,13:30:41,52,52,12.97,11,28,
12-3,13:30:42,50,50,13.02,11,28,
12-3,13:30:42,51,51,13.04,11,28,
12-3,13:30:43,52,52,13.02,11,28,
12-3,13:30:43,53,53,12.97,11,28,
12-3,13:30:44,52,52,12.96,11,28,
12-3,13:30:44,52,52,13.04,11,28,
12-3,13:30:45,52,52,13.05,11,28,
12-3,13:30:45,53,53,13.06,11,28,
12-3,13:30:46,53,53,13.04,11,28,
12-3,13:30:46,52,52,13.03,11,28,
12-3,13:30:47,53,53,13.03,11,28,
12-3,13:30:47,53,53,12.98,11,28,
12-3,13:30:48,52,52,12.96,11,28,
12-3,13:30:48,51,51,13.03,11,28,
12-3,13:30:49,51,51,13.03,11,28,
12-3,13:30:49,52,52,13.06,11,28,
12-3,13:30:50,52,52,12.97,11,28,
12-3,13:30:50,52,52,12.97,11,28,
12-3,13:30:51,52,52,12.98,11,28,
12-3,13:30:51,52,52,12.98,11,28,
12-3,13:30:52,51,51,12.95,11,28,
12-3,13:30:52,50,50,13.01,11,28,
12-3,13:30:53,52,52,13.05,11,28,
12-3,13:30:53,52,52,13.06,11,28,
12-3,13:30:54,51,51,13.05,11,28,
12-3,13:30:54,51,51,13.01,11,28,
12-3,13:30:55,52,52,13.04,11,28,
12-3,13:30:55,51,51,13.04,11,28,
12-3,13:30:56,51,51,13.01,11,28,
12-3,13:30:56,52,52,13.04,11,28,
12-3,13:30:57,53,53,13.06,11,28,
12-3,13:30:57,54,54,13.03,11,28,
12-3,13:30:58,55,55,13.05,11,28,
12-3,13:30:58,56,56,13.05,11,28,
12-3,13:30:59,56,56,13.05,11,28,
12-3,13:30:59,55,55,13.03,11,28,
12-3,13:31:0,56,56,13.01,11,28,
12-3,13:31:0,52,52,13.02,11,28,
12-3,13:31:1,53,53,13.02,11,28,
12-3,13:31:1,52,52,13.01,11,28,
12-3,13:31:2,49,49,13.04,11,28,
12-3,13:31:2,51,51,13.02,11,28,
12-3,13:31:3,46,46,13.01,11,28,
12-3,13:31:3,45,45,13.04,11,28,
12-3,13:31:4,45,45,13.03,11,28,
12-3,13:31:4,39,39,13.03,11,28,
12-3,13:31:5,41,41,13.02,11,28,
12-3,13:31:5,34,34,13.04,11,28,
12-3,13:31:6,38,38,13.05,11,28,
12-3,13:31:6,32,32,13.02,11,28,
12-3,13:31:7,34,34,13.04,11,28,
12-3,13:31:7,31,31,13.03,11,28,
12-3,13:31:8,30,30,13.04,11,28,
12-3,13:31:8,31,31,13.03,11,28,
12-3,13:31:9,29,29,13.04,11,28,
12-3,13:31:9,32,32,13.05,11,28,
12-3,13:31:10,27,27,13.02,11,28,
12-3,13:31:10,30,30,13.05,11,28,
